gene,n_residues,baseline_tm,n_switch_contacts,n_bridge_confs,A_v2_full_ens_max_tm_state2,A_v2_full_ens_min_rmsd_state2,A_v2_full_dual_state_covered,B_v3_full_ens_max_tm_state2,B_v3_full_ens_min_rmsd_state2,B_v3_full_dual_state_covered,C_v3ens_v2score_ens_max_tm_state2,C_v3ens_v2score_ens_min_rmsd_state2,C_v3ens_v2score_dual_state_covered,D_v2ens_v3score_ens_max_tm_state2,D_v2ens_v3score_ens_min_rmsd_state2,D_v2ens_v3score_dual_state_covered
ABL1,263,0.888145533018019,16,17,0.8904568637737762,4.882146914984718,True,0.8904568637737762,4.882146914984718,True,0.8904568637737762,4.882146914984718,True,0.8904568637737762,4.882146914984718,True
SRC,449,0.19769202317403123,13,16,0.21805006009795658,22.84112506173558,False,0.49893511091065607,8.58629782043748,False,0.49893511091065607,8.58629782043748,False,0.21805006009795658,22.84112506173558,False
HCK,437,0.16998534811558372,15,16,0.17014278673197097,19.27233909345985,False,0.17014278673197097,19.27233909345985,False,0.17014278673197097,19.27233909345985,False,0.17014278673197097,19.27233909345985,False
FYN,262,0.1257155686508691,16,26,0.16312056550695533,17.103211258307574,False,0.737810534946239,2.512291192676438,True,0.737810534946239,2.512291192676438,True,0.16312056550695533,17.103211258307574,False
LCK,288,0.21967520876355795,16,25,0.24086076176056306,15.100754335041643,False,0.7923465773827304,3.3393049104577517,True,0.7923465773827304,3.3393049104577517,True,0.24086076176056306,15.100754335041643,False
PTPN6,504,0.19087604970515387,13,16,0.38665489180765983,17.72713852760017,False,0.38665489180765983,17.578887487570764,False,0.38665489180765983,17.578887487570764,False,0.38665489180765983,17.72713852760017,False
EGFR,311,0.8592094041185209,15,17,0.8614742014941175,3.901468333051703,True,0.8614742014941175,3.901468333051703,True,0.8614742014941175,3.901468333051703,True,0.8614742014941175,3.901468333051703,True
PTK2,611,0.7091546881988571,18,12,0.709956774164042,4.6881209970877,True,0.709956774164042,4.6881209970877,True,0.709956774164042,4.6881209970877,True,0.709956774164042,4.6881209970877,True
STAT3,558,0.9888046954259733,14,10,0.9890392909359597,0.8446332936023168,True,0.9890392909359597,0.8446332936023168,True,0.9890392909359597,0.8446332936023168,True,0.9890392909359597,0.8446332936023168,True
CBS,498,0.36942673105834745,16,14,0.43112686846174125,12.554876766265757,False,0.43112686846174125,12.554876766265757,False,0.43112686846174125,12.554876766265757,False,0.43112686846174125,12.554876766265757,False
WAS,107,0.05269521523625162,16,27,0.05284069066957727,15.10968619488374,False,0.6103926052956756,2.46012093028485,True,0.6103926052956756,2.46012093028485,True,0.05284069066957727,15.10968619488374,False
BRAF,289,0.3227399810819206,18,24,0.33446071582040254,12.803079577139902,False,0.8593507298447944,2.4649564118873037,True,0.8593507298447944,2.4649564118873037,True,0.33446071582040254,12.803079577139902,False
JAK1,281,0.156932288102506,18,26,0.15974352657006471,19.184074959118814,False,0.1750339815058144,16.899871651338568,False,0.1750339815058144,16.899871651338568,False,0.15974352657006471,19.184074959118814,False
KIT,297,0.8527414033023324,18,17,0.8572970398025876,5.420956721815866,True,0.8572970398025876,5.1185190336081385,True,0.8572970398025876,5.1185190336081385,True,0.8572970398025876,5.420956721815866,True
FGFR1,197,0.09909899334365285,15,26,0.12803028750192133,19.557076458642072,False,0.7475223906169018,3.2398036488244975,True,0.7475223906169018,3.2398036488244975,True,0.12803028750192133,19.557076458642072,False
AK1,214,0.5647823511451634,16,21,0.5844902039344312,6.766109460283879,True,0.7932379667025248,2.907792259838949,True,0.7932379667025248,2.907792259838949,True,0.5844902039344312,6.766109460283879,True
